Frame_ID,Sensor,Detection_ID,cluster_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,center_x,centroid_x,centroid_y,point_count,min_distance,detection_score,bearing_deg
1,RGB,1,,418.9566345214844,231.73052978515625,514.9671020507812,308.7405090332031,0.94919353723526,466.9618682861328,,,,,,15.844326424598695
1,LiDAR,1,1,,,,,,,3.7732627606838154,14.695347073176457,3,15.108873121232929,0.9,14.400508179796683
2,RGB,1,,418.88250732421875,231.6502227783203,515.2705688476562,308.7172546386719,0.9484965801239014,467.0765380859375,,,,,,15.856689262390137
2,LiDAR,1,1,,,,,,,3.7732627606838154,14.695347073176457,3,15.108873121232929,0.9,14.400508179796683
3,RGB,1,,418.9844970703125,231.6749267578125,515.2890625,308.6607360839844,0.9486973881721497,467.13677978515625,,,,,,15.863184070587158
3,LiDAR,1,1,,,,,,,3.7732627606838154,14.695347073176457,3,15.108873121232929,0.9,14.400508179796683
4,CSI,1,,482.15631103515625,181.6063232421875,544.1083374023438,238.49612426757812,0.25373023748397827,513.13232421875,,,,,,20.12338033536585
4,RGB,1,,418.892822265625,231.87672424316406,515.1317749023438,308.7140808105469,0.9484289288520813,467.0122985839844,,,,,,15.849763441085816
4,LiDAR,1,1,,,,,,,3.7732627606838154,14.695347073176457,3,15.108873121232929,0.9,14.400508179796683
5,RGB,1,,418.9184875488281,231.79678344726562,515.092041015625,308.68817138671875,0.9482617378234863,467.00526428222656,,,,,,15.84900505542755
5,LiDAR,1,1,,,,,,,3.7732627606838154,14.695347073176457,3,15.108873121232929,0.9,14.400508179796683
6,CSI,1,,482.41192626953125,181.6279296875,544.0374145507812,238.47628784179688,0.26128387451171875,513.2246704101562,,,,,,20.141399104420728
6,RGB,1,,418.87744140625,231.71437072753906,515.0518798828125,308.7159423828125,0.9485223889350891,466.96466064453125,,,,,,15.844627475738525
6,LiDAR,1,1,,,,,,,3.7732627606838154,14.695347073176457,3,15.108873121232929,0.9,14.400508179796683
7,RGB,1,,418.7961730957031,231.7962646484375,515.0652465820312,308.6727294921875,0.9475700259208679,466.9307098388672,,,,,,15.840967154502868
7,LiDAR,1,1,,,,,,,3.7732627606838154,14.695347073176457,3,15.108873121232929,0.9,14.400508179796683
8,RGB,1,,418.8280029296875,231.82064819335938,515.082763671875,308.7123107910156,0.9485610127449036,466.95538330078125,,,,,,15.84362726211548
8,LiDAR,1,1,,,,,,,3.7732627606838154,14.695347073176457,3,15.108873121232929,0.9,14.400508179796683
9,RGB,1,,418.7698669433594,231.67843627929688,515.0343017578125,308.7534484863281,0.9483726024627686,466.90208435058594,,,,,,15.837880969047546
9,LiDAR,1,1,,,,,,,3.7732627606838154,14.695347073176457,3,15.108873121232929,0.9,14.400508179796683
10,RGB,1,,418.81591796875,231.69305419921875,515.1719360351562,308.74609375,0.949044406414032,466.9939270019531,,,,,,15.847782754898072
10,LiDAR,1,1,,,,,,,3.7732627606838154,14.695347073176457,3,15.108873121232929,0.9,14.400508179796683
11,RGB,1,,418.9255065917969,231.93560791015625,515.0603637695312,308.6490478515625,0.9491392970085144,466.99293518066406,,,,,,15.847675824165345
11,LiDAR,1,1,,,,,,,3.7732627606838154,14.695347073176457,3,15.108873121232929,0.9,14.400508179796683
12,RGB,1,,418.85992431640625,231.883056640625,515.1781005859375,308.6990966796875,0.949381411075592,467.0190124511719,,,,,,15.850487279891968
12,LiDAR,1,1,,,,,,,3.7732627606838154,14.695347073176457,3,15.108873121232929,0.9,14.400508179796683
13,RGB,1,,418.8078918457031,231.8565673828125,515.11279296875,308.80877685546875,0.9507102370262146,466.96034240722656,,,,,,15.844161915779114
13,LiDAR,1,1,,,,,,,3.7732627606838154,14.695347073176457,3,15.108873121232929,0.9,14.400508179796683
14,RGB,1,,418.8439636230469,231.94091796875,515.2889404296875,308.79144287109375,0.950499415397644,467.0664520263672,,,,,,15.855601859092712
14,LiDAR,1,1,,,,,,,3.7732627606838154,14.695347073176457,3,15.108873121232929,0.9,14.400508179796683
15,RGB,1,,418.86962890625,231.91285705566406,515.1149291992188,308.7644348144531,0.9512103199958801,466.9922790527344,,,,,,15.847605085372924
15,LiDAR,1,1,,,,,,,3.7732627606838154,14.695347073176457,3,15.108873121232929,0.9,14.400508179796683
16,RGB,1,,419.0008544921875,231.85922241210938,515.2988891601562,308.8348388671875,0.9506350159645081,467.1498718261719,,,,,,15.864595556259156
16,LiDAR,1,1,,,,,,,3.7732627606838154,14.695347073176457,3,15.108873121232929,0.9,14.400508179796683
17,RGB,1,,419.0714111328125,231.86355590820312,515.1513671875,308.78948974609375,0.9508323669433594,467.11138916015625,,,,,,15.860446643829345
17,LiDAR,1,1,,,,,,,3.7732627606838154,14.695347073176457,3,15.108873121232929,0.9,14.400508179796683
