Frame_ID,Sensor,Detection_ID,cluster_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,center_x,centroid_x,centroid_y,point_count,min_distance,detection_score,bearing_deg
1,CSI,1,,265.724853515625,180.4132080078125,324.8524169921875,237.5557403564453,0.4898150563240051,295.28863525390625,,,,,,-22.382705316310975
1,CSI,2,,490.5831604003906,179.541015625,547.7871704101562,238.24221801757812,0.4773867726325989,519.1851654052734,,,,,,21.304422518102136
1,CSI,3,,326.1650695800781,177.30946350097656,376.2723693847656,239.32957458496094,0.45482802391052246,351.2187194824219,,,,,,-11.469518149771341
1,CSI,4,,435.3266906738281,177.57870483398438,495.78594970703125,239.13540649414062,0.38125666975975037,465.5563201904297,,,,,,10.84025759813262
1,RGB,1,,366.94317626953125,230.0321807861328,445.783203125,308.8911437988281,0.9603942632675171,406.3631896972656,,,,,,9.311031389236451
1,RGB,2,,297.54730224609375,229.33029174804688,368.6701965332031,308.7191467285156,0.9599971771240234,333.10874938964844,,,,,,1.4132870435714722
1,RGB,3,,134.05996704101562,229.72137451171875,219.53167724609375,308.7798767089844,0.9591323733329773,176.7958221435547,,,,,,-15.43920042514801
1,RGB,4,,216.645263671875,229.96316528320312,295.8628234863281,309.0334777832031,0.9531024098396301,256.25404357910156,,,,,,-6.872610926628113
1,RGB,5,,434.7236328125,231.5943603515625,518.6913452148438,308.6574401855469,0.8902398347854614,476.7074890136719,,,,,,16.8950261592865
1,LiDAR,1,1,,,,,,,-3.0479274073846874e-05,14.694587744967182,3,14.638895246814679,0.9,-0.00011884197075549416
1,LiDAR,2,2,,,,,,,0.7540364143100058,6.8299763981179415,1,6.871473532871506,0.4,6.3
1,LiDAR,3,3,,,,,,,1.9694013101485655,14.66233139855207,2,14.793954466124575,0.7,7.65001533382348
1,LiDAR,4,4,,,,,,,0.5010602401787413,3.1635698503719687,1,3.2030041464959886,0.4,9.0
1,LiDAR,5,5,,,,,,,3.782655558554778,14.735755047655315,3,15.139391165026321,0.9,14.396923909196166
1,LiDAR,6,6,,,,,,,-4.1362010483411025,14.666103199831078,2,15.230356729851026,0.7,-15.74975450021323
1,LiDAR,7,7,,,,,,,-2.0906068808441156,14.690444431842545,3,14.779278248264287,0.9,-8.099415216692213
2,CSI,1,,265.77056884765625,180.66122436523438,324.52203369140625,237.4391632080078,0.5404927134513855,295.14630126953125,,,,,,-22.410477801067074
2,CSI,2,,326.9586181640625,177.46206665039062,376.4293212890625,239.52554321289062,0.49114394187927246,351.6939697265625,,,,,,-11.376786394817074
2,CSI,3,,490.4544372558594,179.8817901611328,547.8448486328125,238.28805541992188,0.46514755487442017,519.1496429443359,,,,,,21.29749130621189
2,CSI,4,,435.5782470703125,177.3474884033203,496.0104675292969,239.11767578125,0.38166800141334534,465.7943572998047,,,,,,10.886703863376523
2,RGB,1,,366.89849853515625,230.129150390625,445.7249450683594,308.85638427734375,0.9611169099807739,406.3117218017578,,,,,,9.305482506752014
2,RGB,2,,297.5035400390625,229.2361602783203,368.864990234375,308.662109375,0.9583554863929749,333.18426513671875,,,,,,1.4214285850524901
2,RGB,3,,134.01220703125,229.95407104492188,221.1419219970703,308.8131408691406,0.9573993682861328,177.57706451416016,,,,,,-15.354972732067107
2,RGB,4,,216.42440795898438,230.00413513183594,296.0316162109375,308.8666687011719,0.949124813079834,256.22801208496094,,,,,,-6.875417447090149
2,RGB,5,,435.227783203125,231.65496826171875,518.7430419921875,308.697509765625,0.8840389847755432,476.98541259765625,,,,,,16.924989795684812
2,LiDAR,1,1,,,,,,,-3.0479274073846874e-05,14.694587744967182,3,14.638895246814679,0.9,-0.00011884197075549416
2,LiDAR,2,2,,,,,,,0.7540364143100058,6.8299763981179415,1,6.871473532871506,0.4,6.3
2,LiDAR,3,3,,,,,,,1.9694013101485655,14.66233139855207,2,14.793954466124575,0.7,7.65001533382348
2,LiDAR,4,4,,,,,,,0.5010602401787413,3.1635698503719687,1,3.2030041464959886,0.4,9.0
2,LiDAR,5,5,,,,,,,3.782655558554778,14.735755047655315,3,15.139391165026321,0.9,14.396923909196166
2,LiDAR,6,6,,,,,,,-4.1362010483411025,14.666103199831078,2,15.230356729851026,0.7,-15.74975450021323
2,LiDAR,7,7,,,,,,,-2.0906068808441156,14.690444431842545,3,14.779278248264287,0.9,-8.099415216692213
3,CSI,1,,265.672607421875,180.41163635253906,324.76800537109375,237.4431915283203,0.5139577984809875,295.2203063964844,,,,,,-22.396037776295728
3,CSI,2,,326.2795715332031,177.33595275878906,376.4220886230469,239.52230834960938,0.47841423749923706,351.350830078125,,,,,,-11.443740472560975
3,CSI,3,,490.4064636230469,179.7191925048828,547.8536376953125,238.11434936523438,0.45201361179351807,519.1300506591797,,,,,,21.29366842130335
3,CSI,4,,435.4150390625,177.41773986816406,495.379638671875,239.0864715576172,0.3896056115627289,465.3973388671875,,,,,,10.809236852134145
3,CSI,5,,381.0247802734375,176.7428741455078,436.64984130859375,240.25570678710938,0.25653743743896484,408.8373107910156,,,,,,-0.22686618711890244
3,RGB,1,,367.2335510253906,230.02694702148438,445.50189208984375,308.94970703125,0.9617161154747009,406.3677215576172,,,,,,9.311519980430603
3,RGB,2,,297.5470886230469,229.37747192382812,369.0432434082031,308.6921691894531,0.9587863683700562,333.295166015625,,,,,,1.4333850860595703
3,RGB,3,,134.02015686035156,230.20529174804688,223.47154235839844,308.86944580078125,0.9544470906257629,178.745849609375,,,,,,-15.228963088989257
3,RGB,4,,216.91726684570312,229.97703552246094,295.9853820800781,308.77984619140625,0.9465357661247253,256.4513244628906,,,,,,-6.851341581344604
3,RGB,5,,435.2489929199219,231.62051391601562,518.7021484375,308.71673583984375,0.8858925700187683,476.97557067871094,,,,,,16.92392871379852
3,LiDAR,1,1,,,,,,,-3.0479274073846874e-05,14.694587744967182,3,14.638895246814679,0.9,-0.00011884197075549416
3,LiDAR,2,2,,,,,,,0.7540364143100058,6.8299763981179415,1,6.871473532871506,0.4,6.3
3,LiDAR,3,3,,,,,,,1.9694013101485655,14.66233139855207,2,14.793954466124575,0.7,7.65001533382348
3,LiDAR,4,4,,,,,,,0.5010602401787413,3.1635698503719687,1,3.2030041464959886,0.4,9.0
3,LiDAR,5,5,,,,,,,3.782655558554778,14.735755047655315,3,15.139391165026321,0.9,14.396923909196166
3,LiDAR,6,6,,,,,,,-4.1362010483411025,14.666103199831078,2,15.230356729851026,0.7,-15.74975450021323
3,LiDAR,7,7,,,,,,,-2.0906068808441156,14.690444431842545,3,14.779278248264287,0.9,-8.099415216692213
4,CSI,1,,265.7181701660156,180.32177734375,324.7667541503906,237.3009033203125,0.5161761045455933,295.2424621582031,,,,,,-22.391714700838413
4,CSI,2,,325.95513916015625,177.5185089111328,376.3002624511719,239.78530883789062,0.4919905364513397,351.12770080566406,,,,,,-11.487277891577744
4,CSI,3,,490.299560546875,179.6897735595703,548.0819702148438,238.29197692871094,0.472027063369751,519.1907653808594,,,,,,21.305515196265247
4,CSI,4,,435.50189208984375,177.33555603027344,495.4472351074219,239.10572814941406,0.39971402287483215,465.4745635986328,,,,,,10.824305092416157
4,RGB,1,,367.37530517578125,230.06358337402344,445.41119384765625,308.8714599609375,0.9620313048362732,406.39324951171875,,,,,,9.314272212982178
4,RGB,2,,134.03089904785156,229.9300537109375,221.21365356445312,308.8871765136719,0.9580102562904358,177.62227630615234,,,,,,-15.35009833574295
4,RGB,3,,297.53912353515625,229.3008270263672,369.15185546875,308.6930236816406,0.9577913880348206,333.3454895019531,,,,,,1.4388105869293213
4,RGB,4,,216.78427124023438,230.04087829589844,295.83306884765625,308.8905944824219,0.9515908360481262,256.3086700439453,,,,,,-6.866721510887146
4,RGB,5,,435.5888366699219,231.76611328125,518.69873046875,308.7819519042969,0.8788504004478455,477.14378356933594,,,,,,16.94206416606903
